sighi_idx;sighi_keyword;sighi_score;sighi_category;sighi_source_ref;candidates_top5
55;Faschiertes (=Hackfleisch), bei Verzehr unmittelbar;0;Fleisch;SIGHI_FoodList_2024-08-29_p5_r50;"175019|Kuchen, Hackfleisch, zubereitet nach Rezept|Pie, mince, prepared from recipe ;; 170292|Fast Food, Nachos, mit Käse, Bohnen, Hackfleisch und Tomaten|Fast foods, nachos, with cheese, beans, ground beef, and tomatoes ;; 167657|ON THE BORDER, weicher Taco mit Rinderhackfleisch, Käse und Kopfsalat|ON THE BORDER, soft taco with ground beef, cheese and lettuce ;; 172616|Lammfleisch, Neuseeland, importiert, Lammhackfleisch, gekocht, geschmort|Lamb, New Zealand, imported, ground lamb, cooked, braised ;; 167658|Restaurant, mexikanisch, weicher Taco mit Rinderhackfleisch, Käse und Kopfsalat|Restaurant, Mexican, soft taco with ground beef, cheese and lettuce"
56;Faschiertes (=Hackfleisch), Offenverkauf oder unter;2;Fleisch;SIGHI_FoodList_2024-08-29_p5_r52;"175019|Kuchen, Hackfleisch, zubereitet nach Rezept|Pie, mince, prepared from recipe ;; 170292|Fast Food, Nachos, mit Käse, Bohnen, Hackfleisch und Tomaten|Fast foods, nachos, with cheese, beans, ground beef, and tomatoes ;; 167657|ON THE BORDER, weicher Taco mit Rinderhackfleisch, Käse und Kopfsalat|ON THE BORDER, soft taco with ground beef, cheese and lettuce ;; 172616|Lammfleisch, Neuseeland, importiert, Lammhackfleisch, gekocht, geschmort|Lamb, New Zealand, imported, ground lamb, cooked, braised ;; 168053|Robbe, bärtig (Oogruk), Fleisch, unterer Quadrant, roh (Alaska Ureinwohner)|Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)"
57;Geflügelfleisch;0;Fleisch;SIGHI_FoodList_2024-08-29_p5_r54;"171637|Bologna, Fleisch und Geflügel|Bologna, meat and poultry ;; 169866|Frankfurter, Fleisch und Geflügel, fettarm|Frankfurter, meat and poultry, low fat ;; 173875|Frankfurter, Fleisch und Geflügel, nicht erhitzt|Frankfurter, meat and poultry, unheated ;; 171633|Frankfurter, Fleisch und Geflügel, gekocht, gekocht|Frankfurter, meat and poultry, cooked, boiled ;; 171634|Frankfurter, Fleisch und Geflügel, gekocht, gegrillt|Frankfurter, meat and poultry, cooked, grilled"
58;geräucherter Fisch, Räucherfisch;3;Fleisch;SIGHI_FoodList_2024-08-29_p5_r55;"171606|Fischbrühe|Fish broth ;; 173702|Fisch, Surimi|Fish, surimi ;; 172343|Fischöl, Lachs|Fish oil, salmon ;; 172340|Fischöl, Hering|Fish oil, herring ;; 173578|Fischöl, Sardine|Fish oil, sardine"
59;Geselchtes, Rauchfleisch;3;Fleisch;SIGHI_FoodList_2024-08-29_p5_r56;"169886|Huhn, fleischlos|Chicken, meatless ;; 174268|Fleisch-Extender|Meat extender ;; 172439|Speck, fleischlos|Bacon, meatless ;; 174269|Wurst, fleischlos|Sausage, meatless ;; 172012|Bologna, Rindfleisch|Bologna, beef"
60;Hackfleisch, bei Verzehr unmittelbar nach;0;Fleisch;SIGHI_FoodList_2024-08-29_p5_r57;"175019|Kuchen, Hackfleisch, zubereitet nach Rezept|Pie, mince, prepared from recipe ;; 170292|Fast Food, Nachos, mit Käse, Bohnen, Hackfleisch und Tomaten|Fast foods, nachos, with cheese, beans, ground beef, and tomatoes ;; 2646175|Rindfleisch, Flankensteak, ohne Knochen, roh, nach Wahl|Beef, flank, steak, boneless, choice, raw ;; 173823|Kalbfleisch, Lende, getrennt nach Muskeln und Fett, roh|Veal, loin, separable lean and fat, raw ;; 2646174|Rindfleisch, Chuck, Braten, ohne Knochen, roh, nach Wahl|Beef, chuck, roast, boneless, choice, raw"
61;Hackfleisch, Offenverkauf oder unter;2;Fleisch;SIGHI_FoodList_2024-08-29_p5_r59;"175019|Kuchen, Hackfleisch, zubereitet nach Rezept|Pie, mince, prepared from recipe ;; 170292|Fast Food, Nachos, mit Käse, Bohnen, Hackfleisch und Tomaten|Fast foods, nachos, with cheese, beans, ground beef, and tomatoes ;; 167657|ON THE BORDER, weicher Taco mit Rinderhackfleisch, Käse und Kopfsalat|ON THE BORDER, soft taco with ground beef, cheese and lettuce ;; 172616|Lammfleisch, Neuseeland, importiert, Lammhackfleisch, gekocht, geschmort|Lamb, New Zealand, imported, ground lamb, cooked, braised ;; 168053|Robbe, bärtig (Oogruk), Fleisch, unterer Quadrant, roh (Alaska Ureinwohner)|Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)"
62;Hähnchen;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r13;"173321|Fast Food, Hähnchenteile|Fast foods, chicken tenders ;; 169022|DENNY'S, Hähnchenstreifen|DENNY'S, chicken strips ;; 2569535|SCHARFE HÄHNCHENFLÜGELSAUCE|HOT CHICKEN WING SAUCE ;; 170731|BURGER KING, Hähnchenstreifen|BURGER KING, Chicken Strips ;; 170790|CHICK-FIL-A, Hähnchen-Sandwich|CHICK-FIL-A, chicken sandwich"
63;Hendl, Hühnchen;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r14;"170737|KFC, Popcorn-Hühnchen|KFC, Popcorn Chicken ;; 173297|McDONALD'S, Hühnchen McNUGGETS|McDONALD'S, Chicken McNUGGETS ;; 172264|Babynahrung, Abendessen, Hühnchennudeln, Junior|Babyfood, dinner, chicken noodle, junior ;; 170764|Fast Food, Taco mit Hühnchen, Salat und Käse, weich|Fast foods, taco with chicken, lettuce and cheese, soft ;; 173499|Babynahrung, Abendessen, Gemüse, Nudeln und Hühnchen, püriert|Babyfood, dinner, vegetables, noodles and chicken, strained"
64;Huhn;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r15;"173564|Fett, Huhn|Fat, chicken ;; 169886|Huhn, fleischlos|Chicken, meatless ;; 171624|Frankfurter, Huhn|Frankfurter, chicken ;; 171119|Huhn, Füße, gekocht|Chicken, feet, boiled ;; 171116|Huhn, gemahlen, roh|Chicken, ground, raw"
65;Innereien;2;Fleisch;SIGHI_FoodList_2024-08-29_p6_r16;"174465|Huhn, Kapaun, Innereien, roh|Chicken, capons, giblets, raw ;; 172396|Huhn, Braten, Innereien, roh|Chicken, roasting, giblets, raw ;; 171083|Truthahn, ganz, Innereien, roh|Turkey, whole, giblets, raw ;; 173641|Huhn, geschmort, Innereien, roh|Chicken, stewing, giblets, raw ;; 174466|Huhn, Kapaun, Innereien, gekocht, geschmort|Chicken, capons, giblets, cooked, simmered"
66;Kalbfleisch, frisch;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r17;"175290|Kalbfleisch, gemahlen, roh|Veal, ground, raw ;; 174884|Kalbfleisch, nur Nahtfett, roh|Veal, seam fat only, raw ;; 174595|Bratwurst, Kalbfleisch, gekocht|Bratwurst, veal, cooked ;; 174882|Kalbfleisch, nur äußeres Fett, roh|Veal, external fat only, raw ;; 172647|Kalbfleisch, nur Nahtfett, gekocht|Veal, seam fat only, cooked"
67;Poulet;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r18;
68;Pute;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r19;"173571|Fett, Pute|Fat, turkey ;; 172927|Pastrami, Pute|Pastrami, turkey ;; 171505|Pute, gemahlen, roh|Turkey, Ground, raw ;; 171506|Pute, gemahlen, gekocht|Turkey, Ground, cooked ;; 171484|Pute, alle Klassen, Herz, roh|Turkey, all classes, heart, raw"
69;Räucherfisch, geräucherter Fisch;3;Fleisch;SIGHI_FoodList_2024-08-29_p6_r20;"171606|Fischbrühe|Fish broth ;; 173702|Fisch, Surimi|Fish, surimi ;; 172343|Fischöl, Lachs|Fish oil, salmon ;; 172340|Fischöl, Hering|Fish oil, herring ;; 173578|Fischöl, Sardine|Fish oil, sardine"
70;Rauchfleisch, Räucherfleisch, geräuchertes Fleisch;3;Fleisch;SIGHI_FoodList_2024-08-29_p6_r21;"168850|Snacks, Rindfleischstäbchen, geräuchert|Snacks, beef sticks, smoked ;; 170607|Rindfleisch, zerkleinert, gepökelt, geräuchert|Beef, chopped, cured, smoked ;; 172956|Bratwurst, Rind- und Schweinefleisch, geräuchert|Bratwurst, beef and pork, smoked ;; 174584|Wurst, geräucherte Gliederwurst, Schweinefleisch|Sausage, smoked link sausage, pork ;; 170606|Wurst, Rindfleisch, gepökelt, gekocht, geräuchert|Sausage, beef, cured, cooked, smoked"
71;Rindfleisch, frisch;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r22;"174618|Wurst, Rindfleisch, frisch, gekocht|Sausage, beef, fresh, cooked ;; 174579|Wurst, Schweine- und Rindfleisch, frisch, gekocht|Sausage, pork and beef, fresh, cooked ;; 172012|Bologna, Rindfleisch|Bologna, beef ;; 173868|Libanon Bologna, Rindfleisch|Lebanon bologna, beef ;; 172935|Salami, gekocht, Rindfleisch|Salami, cooked, beef"
72;Rohschinken;3;Fleisch;SIGHI_FoodList_2024-08-29_p6_r23;
73;Salami;3;Fleisch;SIGHI_FoodList_2024-08-29_p6_r24;"172937|Salami, gekocht, Truthahn|Salami, cooked, turkey ;; 172947|Oscar Mayer, Salami (hart)|Oscar Mayer, Salami (hard) ;; 172935|Salami, gekocht, Rindfleisch|Salami, cooked, beef ;; 174603|Salami, italienisch, Schweinefleisch|Salami, Italian, pork ;; 171616|Bierwurst, Biersalami, Schweinefleisch|Beerwurst, beer salami, pork"
74;Schweinefleisch, frisch, unbehandelt;1;Fleisch;SIGHI_FoodList_2024-08-29_p6_r25;"167902|Schweinefleisch, frisch, gemahlen, roh|Pork, fresh, ground, raw ;; 167812|Schweinefleisch, frisch, Bauchspeck, roh|Pork, fresh, belly, raw ;; 167811|Schweinefleisch, frisch, Rückenspeck, roh|Pork, fresh, backfat, raw ;; 167903|Schweinefleisch, frisch, gemahlen, gekocht|Pork, fresh, ground, cooked ;; 174579|Wurst, Schweine- und Rindfleisch, frisch, gekocht|Sausage, pork and beef, fresh, cooked"
75;Selchfleisch, Rauchfleisch;3;Fleisch;SIGHI_FoodList_2024-08-29_p6_r27;"169886|Huhn, fleischlos|Chicken, meatless ;; 174268|Fleisch-Extender|Meat extender ;; 172439|Speck, fleischlos|Bacon, meatless ;; 174269|Wurst, fleischlos|Sausage, meatless ;; 172012|Bologna, Rindfleisch|Bologna, beef"
76;Strauss, Strauß, Straußenfleisch;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r28;"169886|Huhn, fleischlos|Chicken, meatless ;; 174268|Fleisch-Extender|Meat extender ;; 172439|Speck, fleischlos|Bacon, meatless ;; 172844|Strauß, rund, roh|Ostrich, round, raw ;; 174269|Wurst, fleischlos|Sausage, meatless"
77;Trockenfleisch;3;Fleisch;SIGHI_FoodList_2024-08-29_p6_r29;"171589|Soße, Instant-Rindfleisch, trocken|Gravy, instant beef, dry ;; 171173|Soße, Schweinefleisch, trocken, Pulver|Gravy, pork, dry, powder ;; 172938|Salami, trocken oder hart, Schweinefleisch|Salami, dry or hard, pork ;; 171614|Suppe, Ramen-Nudeln, Rindfleischgeschmack, trocken|Soup, ramen noodle, beef flavor, dry ;; 174582|Salami, trocken oder hart, Schweinefleisch, Rindfleisch|Salami, dry or hard, pork, beef"
78;Trute, Pute;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r30;"173571|Fett, Pute|Fat, turkey ;; 172927|Pastrami, Pute|Pastrami, turkey ;; 171505|Pute, gemahlen, roh|Turkey, Ground, raw ;; 171506|Pute, gemahlen, gekocht|Turkey, Ground, cooked ;; 171484|Pute, alle Klassen, Herz, roh|Turkey, all classes, heart, raw"
79;Wachtel;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r31;"172419|Wachteln, nur Fleisch, roh|Quail, meat only, raw ;; 172191|Ei, Wachtel, ganz, frisch, roh|Egg, quail, whole, fresh, raw ;; 172418|Wachteln, Fleisch und Haut, roh|Quail, meat and skin, raw ;; 172829|Wachtel, Brust, nur Fleisch, roh|Quail, breast, meat only, raw ;; 169902|Wachteln, gekocht, vollständig essbar|Quail, cooked, total edible"
80;Wildbret;1;Fleisch;SIGHI_FoodList_2024-08-29_p6_r32;167622|Hirsch (Wildbret), Sitka, roh (Alaska Native)|Deer (venison), sitka, raw (Alaska Native)
81;Wildfleisch;1;Fleisch;SIGHI_FoodList_2024-08-29_p6_r33;"173845|Wildfleisch, Bär, roh|Game meat, bear, raw ;; 175301|Wildfleisch, Elch, roh|Game meat, elk, raw ;; 174344|Wildfleisch, Elch, roh|Game meat, moose, raw ;; 175294|Wildfleisch, Biber, roh|Game meat, beaver, raw ;; 175303|Wildfleisch, Ziege, roh|Game meat, goat, raw"
82;Wurstwaren;2;Fleisch;SIGHI_FoodList_2024-08-29_p6_r34;"173873|Wurstwaren, Huhn, Schweinefleisch|Bologna, chicken, pork ;; 172013|Wurstwaren, Rind- und Schweinefleisch|Bologna, beef and pork ;; 174610|Wurstwaren, Schweinefleisch, Putenfleisch und Rindfleisch|Bologna, pork, turkey and beef"
83;Zunge, Rindszunge, Kalbszunge;0;Fleisch;SIGHI_FoodList_2024-08-29_p6_r35;"168985|Karibu, Zunge, roh (Alaska Ureinwohner)|Caribou, tongue, raw (Alaska Native) ;; 174196|Fisch, Plattfisch (Flunder- und Seezungenarten), roh|Fish, flatfish (flounder and sole species), raw ;; 172621|Lamm, Neuseeland, importiert, Zunge - Schweizer Schnitt, roh|Lamb, New Zealand, imported, tongue - swiss cut, raw ;; 174366|Lamm, verschiedene Fleischsorten und Nebenerzeugnisse, Zunge, roh|Lamb, variety meats and by-products, tongue, raw ;; 170196|Rindfleisch, verschiedene Fleischsorten und Nebenerzeugnisse, Zunge, roh|Beef, variety meats and by-products, tongue, raw"
84;Anchovis, Sardellen-Konserven;3;Fisch;SIGHI_FoodList_2024-08-29_p6_r39;"168559|Piment, Konserven|Pimento, canned ;; 170387|Pestwurz, Konserven|Butterbur, canned ;; 167785|Mango-Nektar, Konserven|Mango nectar, canned ;; 2685582|Tomate, Püree, Konserven|Tomato, puree, canned ;; 169641|Konfitüren und Konserven|Jams and preserves"
85;"Fisch, ""Frischfisch"" vom Kühlregal / auf Eis";3;Fisch;SIGHI_FoodList_2024-08-29_p6_r40;"170316|SUBWAY, Thunfischsandwich auf Weißbrot mit Salat und Tomate|SUBWAY, tuna sub on white bread with lettuce and tomato ;; 170299|Fast Food, Submarine-Sandwich, Thunfisch auf Weißbrot mit Salat und Tomate|Fast foods, submarine sandwich, tuna on white bread with lettuce and tomato ;; 171949|Fisch, Blaufisch, roh|Fish, bluefish, raw ;; 175150|Fisch, Sauger, weiß, roh|Fish, sucker, white, raw ;; 169069|Brotaufstrich, fleischlos|Sandwich spread, meatless"
86;Fisch, fangfrisch oder tiefgekühlt;0;Fisch;SIGHI_FoodList_2024-08-29_p6_r41;"171606|Fischbrühe|Fish broth ;; 173702|Fisch, Surimi|Fish, surimi ;; 172343|Fischöl, Lachs|Fish oil, salmon ;; 172340|Fischöl, Hering|Fish oil, herring ;; 173578|Fischöl, Sardine|Fish oil, sardine"
87;Forellen (Süsswasser): Seeforelle, Bachforelle,;0;Fisch;SIGHI_FoodList_2024-08-29_p6_r42;"171960|Fisch, Trommel, Süßwasser, roh|Fish, drum, freshwater, raw ;; 174184|Fisch, Barsch, Süßwasser, gemischte Arten, roh|Fish, bass, fresh water, mixed species, raw ;; 171993|Fisch, Trommel, Süßwasser, gekocht, trockene Hitze|Fish, drum, freshwater, cooked, dry heat ;; 171989|Fisch, Barsch, Süßwasser, gemischte Arten, gekocht, trockene Hitze|Fish, bass, freshwater, mixed species, cooked, dry heat"
88;Lachs geräuchert, Räucherlachs;2;Fisch;SIGHI_FoodList_2024-08-29_p6_r44;"173687|Fisch, Lachs, Chinook, geräuchert|Fish, salmon, chinook, smoked ;; 171985|Fisch, Lachs, Chinook, geräuchert, (Lachs), regelmäßig|Fish, salmon, chinook, smoked, (lox), regular ;; 169813|Lachs, rot (Sockeye), Filets mit Haut, geräuchert (Alaska Native)|Salmon, red (sockeye), filets with skin, smoked (Alaska Native) ;; 167645|Fisch, Lachs, rot, (Sockeye), in Dosen, geräuchert (Alaska Native)|Fish, salmon, red, (sockeye), canned, smoked (Alaska Native) ;; 167615|Fisch, Lachs, König, Chinook, geräuchert, in Salzlake (Alaska Native)|Fish, salmon, king, chinook, smoked, brined (Alaska Native)"
89;Räucherlachs, Lachs geräuchert;2;Fisch;SIGHI_FoodList_2024-08-29_p6_r45;"173687|Fisch, Lachs, Chinook, geräuchert|Fish, salmon, chinook, smoked ;; 171985|Fisch, Lachs, Chinook, geräuchert, (Lachs), regelmäßig|Fish, salmon, chinook, smoked, (lox), regular ;; 169813|Lachs, rot (Sockeye), Filets mit Haut, geräuchert (Alaska Native)|Salmon, red (sockeye), filets with skin, smoked (Alaska Native) ;; 167645|Fisch, Lachs, rot, (Sockeye), in Dosen, geräuchert (Alaska Native)|Fish, salmon, red, (sockeye), canned, smoked (Alaska Native) ;; 167615|Fisch, Lachs, König, Chinook, geräuchert, in Salzlake (Alaska Native)|Fish, salmon, king, chinook, smoked, brined (Alaska Native)"
90;Sardellen-Konserven, Sardellenpaste, Anchovis;3;Fisch;SIGHI_FoodList_2024-08-29_p6_r46;"168559|Piment, Konserven|Pimento, canned ;; 170387|Pestwurz, Konserven|Butterbur, canned ;; 167785|Mango-Nektar, Konserven|Mango nectar, canned ;; 2685582|Tomate, Püree, Konserven|Tomato, puree, canned ;; 169641|Konfitüren und Konserven|Jams and preserves"
91;Thunfisch;3;Fisch;SIGHI_FoodList_2024-08-29_p6_r47;"175160|Fisch, Thunfischsalat|Fish, tuna salad ;; 173706|Fisch, Thunfisch, frisch, Roter Thun, roh|Fish, tuna, fresh, bluefin, raw ;; 175159|Fisch, Thunfisch, frisch, Gelbflosse, roh|Fish, tuna, fresh, yellowfin, raw ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 2747673|Thunfisch, Ahi oder Gelbflossenthun, gefroren, aus Wildfang|Tuna, ahi or yellowfin, frozen, wild caught"
92;Austern;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p6_r49;"2003599|Pilz, Austernseitling|Mushroom, king oyster ;; 168580|Champignons, Austern, roh|Mushrooms, oyster, raw ;; 174529|Sauce, Austern, servierfertig|Sauce, oyster, ready-to-serve ;; 174219|Weichtiere, Austern, Pazifik, roh|Mollusks, oyster, Pacific, raw ;; 171981|Weichtiere, Austern, östlich, in Dosen|Mollusks, oyster, eastern, canned"
93;Crevetten;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p6_r50;
94;Garnelen;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p6_r51;"2440198|(GEMAHLENE GARNELEN)|(GROUND SHRIMP) ;; 175179|Krustentiere, Garnelen, roh|Crustaceans, shrimp, raw ;; 175180|Krustentiere, Garnelen, gekocht|Crustaceans, shrimp, cooked ;; 169008|APPLEBEE'S, Doppel-Crunch-Garnelen|APPLEBEE'S, Double Crunch Shrimp ;; 168077|DENNY'S, goldene gebratene Garnelen|DENNY'S, golden fried shrimp"
95;Hummer;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p6_r52;"174208|Krustentiere, Hummer, nördlich, roh|Crustaceans, lobster, northern, raw ;; 2747657|Hummer, nur Schwanz, gefroren, aus Wildfang|Lobster, tail only, frozen, wild caught ;; 174209|Krustentiere, Hummer, nördlich, gekocht, feuchte Hitze|Crustaceans, lobster, northern, cooked, moist heat"
96;Krabben;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p6_r53;"171721|Krabbenäpfel, roh|Crabapples, raw ;; 173160|Snacks, Krabbencracker|Snacks, shrimp cracker ;; 2565558|""KRABBENCHIPS"" KARTOFFELCHIPS|""CRAB CHIP"" POTATO CHIPS ;; 174204|Krustentiere, Krabben, blau, roh|Crustaceans, crab, blue, raw ;; 171966|Krebstiere, Krabben, blau, in Dosen|Crustaceans, crab, blue, canned"
97;Krebse;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p6_r54;"174206|Krebstiere, Flusskrebse, gemischte Arten, wild, roh|Crustaceans, crayfish, mixed species, wild, raw ;; 175169|Krebstiere, Flusskrebse, gemischte Arten, gezüchtet, roh|Crustaceans, crayfish, mixed species, farmed, raw ;; 174207|Krebstiere, Flusskrebse, gemischte Arten, wild, gekocht, feuchte Hitze|Crustaceans, crayfish, mixed species, wild, cooked, moist heat ;; 175170|Krebstiere, Flusskrebse, gemischte Arten, gezüchtet, gekocht, feuchte Hitze|Crustaceans, crayfish, mixed species, farmed, cooked, moist heat"
98;Krevetten;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p7_r13;
99;Krustentiere und Schalentiere;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p7_r14;"175179|Krustentiere, Garnelen, roh|Crustaceans, shrimp, raw ;; 175180|Krustentiere, Garnelen, gekocht|Crustaceans, shrimp, cooked ;; 174204|Krustentiere, Krabben, blau, roh|Crustaceans, crab, blue, raw ;; 171969|Krustentiere, Krabbe, Königin, roh|Crustaceans, crab, queen, raw ;; 174208|Krustentiere, Hummer, nördlich, roh|Crustaceans, lobster, northern, raw"
100;Langusten;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p7_r16;
101;Meeresfrüchte (=wirbellose Meerestiere);2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p7_r17;"2375742|MEERESFRÜCHTEGEWÜRZ ""CAPE COD STYLE"", ""CAPE COD STYLE""|""CAPE COD STYLE"" SEAFOOD SEASONING, ""CAPE COD STYLE"" ;; 167781|Kandierte Früchte|Candied fruit ;; 170402|Chayote, Früchte, roh|Chayote, fruit, raw ;; 327046|Kiwifrüchte, grün, roh|Kiwifruit, green, raw ;; 168153|Kiwifrüchte, grün, roh|Kiwifruit, green, raw"
102;Muscheln (Miesmuschel, Austern, Venusmuschel,;2;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p7_r18;"174216|Mollusken, Miesmuscheln, roh|Mollusks, mussel, blue, raw ;; 174217|Muscheln, Miesmuscheln, gekocht, feuchte Hitze|Mollusks, mussel, blue, cooked, moist heat ;; 174250|Muscheln, Austern, Pazifik, gekocht, feuchte Hitze|Mollusks, oyster, Pacific, cooked, moist heat ;; 175171|Muscheln, Austern, östlich, wild, gekocht, trockene Hitze|Mollusks, oyster, eastern, wild, cooked, dry heat ;; 171979|Muscheln, Austern, östliche, gekocht, paniert und gebraten|Mollusks, oyster, eastern, cooked, breaded and fried"
103;Schmalz: Schweineschmalz;0;Meeresfrüchte;SIGHI_FoodList_2024-08-29_p7_r21;"171401|Schmalz|Lard ;; 171314|Butter, Butterschmalz (Ghee)|Butter, Clarified butter (ghee) ;; 167635|Frybread, mit Schmalz gemacht (Navajo)|Frybread, made with lard (Navajo) ;; 167655|Bratbrot, mit Schmalz hergestellt (Apache)|Frybread, made with lard (Apache) ;; 172327|Shortening, Haushalt, Schmalz und Pflanzenöl|Shortening, household, lard and vegetable oil"
104;Amarant;0;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r24;"2512371|Mehl, Amaranth|Flour, amaranth ;; 168385|Amaranthblätter, roh|Amaranth leaves, raw ;; 170683|Amaranth-Körner, gekocht|Amaranth grain, cooked ;; 170682|Amaranth-Körner, ungekocht|Amaranth grain, uncooked ;; 168492|Amaranthblätter, gekocht, gekocht, abgetropft, mit Salz|Amaranth leaves, cooked, boiled, drained, with salt"
105;Backwaren;1;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r29;"167936|Keikitos (Muffins), Latino-Backwaren|Keikitos (muffins), Latino bakery item ;; 169047|Babynahrung, Backwaren, Fingersnacks Getreide angereichert|Babyfood, baked product, finger snacks cereal fortified"
106;Brot;1;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r31;"172673|Brot, Ei|Bread, egg ;; 167944|Brot, Käse|Bread, cheese ;; 171849|Brot, Zimt|Bread, cinnamon ;; 171606|Fischbrühe|Fish broth ;; 172684|Brot, Roggen|Bread, rye"
107;Buchweizen: Echter Buchweizen, Gemeiner;2;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r34;"170286|Buchweizen|Buckwheat ;; 2512374|Mehl, Buchweizen|Flour, buckwheat ;; 2512378|Buchweizen, Vollkorn|Buckwheat, whole grain ;; 170687|Buchweizenmehl, Vollkorn|Buckwheat flour, whole-groat ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE"
108;Bulgur, Boulghour, Bulghur;1;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r36;"170287|Bulgur, gekocht|Bulgur, cooked ;; 170688|Bulgur, trocken|Bulgur, dry ;; 2710820|Bulgur, trocken, roh|Bulgur, dry, raw"
109;Cornflakes (ohne unverträgliche Zutaten wie Malz;0;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r37;"171401|Schmalz|Lard ;; 171372|Zwieback|Zwieback ;; 169660|Sirupe, Malz|Syrups, malt ;; 170000|Zwiebeln, roh|Onions, raw ;; 169740|Gerstenmalzmehl|Barley malt flour"
110;Dinkel;0;Pflanzlich;SIGHI_FoodList_2024-08-29_p7_r39;"169746|Dinkel, gekocht|Spelt, cooked ;; 169990|Dinkelsalat, roh|Celtuce, raw ;; 169745|Dinkel, ungekocht|Spelt, uncooked ;; 2003587|Mehl, Dinkel, Vollkorn|Flour, spelt, whole grain"
